Year,State,Accidents,Fatalities,Cause,Month
2023,West Bengal,3998,920,Overtaking,Jun
2018,West Bengal,1723,484,Vehicle Defect,Sep
2020,Maharashtra,3364,450,Vehicle Defect,May
2022,Maharashtra,175,33,Vehicle Defect,Feb
2018,Maharashtra,416,77,Weather,Mar
2019,Haryana,3493,871,Speeding,Nov
2020,Haryana,3945,745,Speeding,Aug
2020,Gujarat,4445,510,Drunk Driving,Dec
2022,Tamil Nadu,4373,1072,Speeding,Mar
2023,West Bengal,1471,227,Overtaking,Apr
2018,Punjab,2308,473,Speeding,Feb
2020,West Bengal,4134,1182,Overtaking,Feb
2021,Uttar Pradesh,1576,403,Weather,Dec
2023,Kerala,1724,409,Vehicle Defect,Oct
2017,Rajasthan,1339,286,Drunk Driving,Apr
2021,Gujarat,4435,541,Drunk Driving,Nov
2017,Madhya Pradesh,1287,225,Weather,May
2022,Odisha,623,149,Weather,Oct
2021,Madhya Pradesh,4165,869,Weather,Sep
2017,Delhi,3801,697,Vehicle Defect,Aug
2023,Assam,4542,1284,Vehicle Defect,Apr
2015,Bihar,2734,697,Vehicle Defect,Jan
2015,Odisha,581,96,Drunk Driving,Jun
2017,Rajasthan,3882,967,Weather,Mar
2023,Kerala,3664,686,Speeding,Oct
2017,West Bengal,3713,949,Overtaking,Jul
2017,Rajasthan,1664,264,Vehicle Defect,Sep
2021,Assam,2665,522,Vehicle Defect,Jun
2019,Karnataka,2037,573,Drunk Driving,Mar
2017,Punjab,2262,555,Speeding,Oct
2018,Uttar Pradesh,998,274,Weather,Aug
2021,Madhya Pradesh,3517,493,Speeding,Apr
2021,Delhi,4950,766,Vehicle Defect,Nov
2017,Gujarat,215,60,Weather,May
2016,Maharashtra,193,35,Overtaking,Feb
2019,Karnataka,4231,1155,Weather,Oct
2016,Tamil Nadu,4752,1080,Speeding,Oct
2017,Kerala,4053,1011,Drunk Driving,Jan
2017,Haryana,4267,626,Speeding,Jan
2020,Tamil Nadu,1665,275,Drunk Driving,Jan
2015,Rajasthan,3649,853,Weather,Oct
2022,Tamil Nadu,1618,455,Speeding,Mar
2021,Gujarat,1563,455,Vehicle Defect,Aug
2021,Odisha,4984,740,Vehicle Defect,Jul
2023,West Bengal,2642,544,Speeding,Dec
2023,Haryana,1749,428,Overtaking,Sep
2021,Kerala,1459,274,Weather,Mar
2016,Uttar Pradesh,2117,225,Speeding,Dec
2020,Gujarat,4014,1066,Overtaking,Dec
2019,Uttar Pradesh,3108,438,Overtaking,Nov
2017,Haryana,2195,269,Weather,Jan
2017,West Bengal,3380,698,Speeding,Jul
2017,Kerala,1030,301,Drunk Driving,Jun
2021,Karnataka,1321,335,Vehicle Defect,Sep
2023,Delhi,2994,719,Weather,Mar
2018,Punjab,4764,647,Overtaking,Apr
2018,Delhi,2371,473,Vehicle Defect,Jun
2023,Kerala,1028,189,Vehicle Defect,Apr
2018,Rajasthan,207,32,Speeding,Jul
2016,Maharashtra,527,110,Weather,Apr
2015,Assam,3385,1005,Speeding,Aug
2020,Madhya Pradesh,4139,916,Weather,Apr
2018,Delhi,3485,726,Speeding,May
2021,Odisha,248,63,Drunk Driving,Aug
2017,Kerala,3104,360,Speeding,Oct
2020,Rajasthan,4101,748,Vehicle Defect,Nov
2015,Kerala,2159,269,Overtaking,Apr
2019,Maharashtra,1973,429,Vehicle Defect,Aug
2020,Assam,3308,845,Weather,May
2016,West Bengal,1095,170,Drunk Driving,Nov
2018,Gujarat,1271,373,Drunk Driving,May
2020,Gujarat,4874,924,Overtaking,May
2015,Assam,3864,660,Speeding,Sep
2017,Delhi,3860,587,Speeding,Aug
2018,Punjab,1690,383,Weather,Jul
2019,Delhi,3688,1037,Vehicle Defect,Apr
2016,Delhi,4660,810,Weather,Apr
2018,Tamil Nadu,2487,714,Overtaking,Oct
2018,Punjab,1597,235,Vehicle Defect,Mar
2023,Karnataka,2692,775,Overtaking,Jul
2023,Tamil Nadu,3604,746,Weather,Apr
2020,Kerala,3685,402,Overtaking,Sep
2018,West Bengal,489,123,Speeding,Jan
2019,West Bengal,1797,449,Speeding,Jul
2018,Bihar,3131,446,Drunk Driving,May
2016,Delhi,3072,436,Vehicle Defect,Oct
2016,Gujarat,2295,393,Drunk Driving,Feb
2021,Delhi,4734,979,Drunk Driving,Sep
2022,Madhya Pradesh,3354,351,Speeding,Jan
2017,Maharashtra,3623,778,Weather,Jul
2015,Tamil Nadu,3763,887,Speeding,Mar
2021,Bihar,1227,146,Overtaking,Nov
2018,Maharashtra,1602,367,Drunk Driving,Apr
2021,Maharashtra,4123,839,Drunk Driving,Sep
2018,Karnataka,1507,233,Speeding,Nov
2018,Maharashtra,4173,476,Speeding,Jul
2018,Rajasthan,2141,514,Vehicle Defect,Aug
2016,Assam,3509,628,Drunk Driving,May
2019,Bihar,1016,263,Vehicle Defect,Jul
2016,Delhi,1680,469,Speeding,Mar
2023,Punjab,4161,771,Drunk Driving,Dec
2019,Bihar,2454,397,Overtaking,Feb
2019,Bihar,2294,285,Drunk Driving,Jan
2021,Delhi,3078,542,Weather,Jan
2018,West Bengal,2458,535,Weather,Apr
2021,Gujarat,343,42,Overtaking,Jul
2020,Kerala,3603,435,Vehicle Defect,Nov
2021,Gujarat,3250,330,Overtaking,Sep
2020,Rajasthan,630,111,Weather,Sep
2018,Gujarat,524,57,Overtaking,Apr
2015,Assam,2498,675,Overtaking,Jun
2022,Uttar Pradesh,131,38,Speeding,Mar
2020,Delhi,352,44,Drunk Driving,Aug
2022,Assam,3181,871,Drunk Driving,May
2020,Kerala,573,120,Drunk Driving,Jun
2019,Tamil Nadu,4321,978,Vehicle Defect,Oct
2022,Bihar,2656,730,Vehicle Defect,Mar
2015,Punjab,4541,718,Overtaking,Mar
2016,Kerala,2249,397,Speeding,Mar
2017,Odisha,116,30,Overtaking,Dec
2021,West Bengal,2022,262,Speeding,Feb
2015,Assam,4212,863,Speeding,Sep
2017,Maharashtra,4636,691,Speeding,Sep
2016,Assam,3418,632,Speeding,Apr
2016,Rajasthan,4730,972,Overtaking,Apr
2018,Madhya Pradesh,2873,637,Weather,Nov
2019,Maharashtra,3559,455,Drunk Driving,Jun
2018,Haryana,1057,233,Speeding,Dec
2022,Madhya Pradesh,3262,519,Weather,Apr
2020,Gujarat,604,159,Overtaking,Jul
2017,Madhya Pradesh,2095,418,Overtaking,Feb
2015,Tamil Nadu,4418,962,Vehicle Defect,Jan
2020,Madhya Pradesh,1215,223,Weather,Feb
2018,Uttar Pradesh,1085,197,Drunk Driving,Jan
2015,Madhya Pradesh,2288,388,Overtaking,May
2022,Gujarat,3463,357,Speeding,Dec
2018,Punjab,1523,243,Speeding,Apr
2019,Gujarat,4323,1009,Weather,Apr
2021,Odisha,1922,258,Weather,Dec
2021,Karnataka,3202,370,Overtaking,May
2023,Kerala,977,218,Vehicle Defect,Jun
2017,West Bengal,4735,677,Speeding,Mar
2020,Punjab,1524,369,Vehicle Defect,Dec
2022,Tamil Nadu,4198,1138,Weather,Jan
2017,West Bengal,137,40,Vehicle Defect,Feb
2019,Delhi,1268,305,Speeding,Mar
2017,Punjab,4761,866,Drunk Driving,Apr
2016,Odisha,799,139,Overtaking,Jun
2018,Rajasthan,2387,344,Speeding,Jun
2016,Gujarat,1833,376,Vehicle Defect,Dec
2020,West Bengal,2663,638,Overtaking,Jul
2023,Haryana,1200,349,Vehicle Defect,Nov
2023,Gujarat,966,255,Drunk Driving,Apr
2021,Kerala,2597,488,Weather,Jun
2017,Assam,4041,887,Drunk Driving,May
2017,Karnataka,265,68,Weather,Apr
2021,West Bengal,2183,619,Vehicle Defect,Aug
2023,Rajasthan,3632,689,Speeding,Jun
2023,West Bengal,4834,668,Speeding,Aug
2017,Assam,445,91,Speeding,Oct
2022,Odisha,1626,344,Vehicle Defect,Mar
2017,Haryana,4105,641,Speeding,Nov
2015,Tamil Nadu,4138,545,Vehicle Defect,Jun
2021,Odisha,1870,367,Vehicle Defect,Feb
2023,Rajasthan,567,146,Speeding,Aug
2017,Karnataka,3580,611,Overtaking,Jan
2016,Rajasthan,1339,346,Weather,Mar
2022,Uttar Pradesh,4375,897,Speeding,Jul
2020,Haryana,836,244,Drunk Driving,May
2020,Delhi,3517,731,Weather,May
2016,Kerala,3851,650,Overtaking,Aug
2016,West Bengal,4053,991,Drunk Driving,Mar
2022,Madhya Pradesh,2683,502,Vehicle Defect,Nov
2017,Assam,4168,1064,Speeding,Sep
2022,Tamil Nadu,3688,834,Vehicle Defect,Mar
2017,Madhya Pradesh,4820,523,Vehicle Defect,Feb
2022,Gujarat,3947,417,Overtaking,Jul
2016,West Bengal,3477,629,Overtaking,Nov
2021,Delhi,2573,329,Speeding,Dec
2022,Karnataka,4837,629,Vehicle Defect,May
2019,West Bengal,918,215,Speeding,Sep
2015,Madhya Pradesh,3694,441,Vehicle Defect,Jul
2023,Assam,285,53,Weather,Nov
2021,Tamil Nadu,4479,1005,Overtaking,Aug
2021,Karnataka,960,101,Vehicle Defect,Jun
2017,Maharashtra,494,94,Speeding,Jul
2021,Assam,3366,432,Vehicle Defect,May
2023,Kerala,3789,543,Speeding,Feb
2016,Kerala,512,114,Drunk Driving,Feb
2018,Rajasthan,4341,870,Weather,Mar
2017,Bihar,4957,1009,Weather,Dec
2021,Odisha,359,50,Vehicle Defect,Aug
2016,Assam,3147,935,Overtaking,Jun
2017,Delhi,364,52,Vehicle Defect,Aug
2017,Haryana,2095,619,Drunk Driving,Feb
2021,Haryana,3046,824,Weather,Mar
2022,Kerala,2666,464,Overtaking,Apr
2018,Punjab,3135,833,Weather,Nov
2022,Assam,4282,832,Speeding,May
2019,Haryana,2471,694,Vehicle Defect,Jan
2017,Gujarat,3811,675,Drunk Driving,Aug
2016,Tamil Nadu,2562,457,Overtaking,Nov
2019,Maharashtra,256,36,Weather,Feb
2018,Kerala,3038,787,Drunk Driving,Dec
2016,Madhya Pradesh,2953,560,Drunk Driving,May
2015,Haryana,1826,497,Vehicle Defect,Feb
2017,Haryana,3598,798,Drunk Driving,Feb
2017,Rajasthan,4406,919,Vehicle Defect,May
2017,Rajasthan,880,263,Overtaking,May
2018,Odisha,504,52,Drunk Driving,May
2022,Karnataka,3218,854,Speeding,Nov
2016,West Bengal,671,159,Overtaking,Oct
2018,Punjab,1231,286,Overtaking,Dec
2021,Maharashtra,1569,402,Speeding,Jan
2022,Haryana,4410,676,Vehicle Defect,Jul
2020,Maharashtra,309,32,Drunk Driving,May
2017,Haryana,2248,582,Weather,Jul
2022,Maharashtra,2132,413,Vehicle Defect,May
2018,Madhya Pradesh,359,67,Weather,Apr
2017,Delhi,177,48,Speeding,Jul
2022,Karnataka,1443,280,Weather,Jul
2018,Tamil Nadu,1179,297,Overtaking,Aug
2017,Punjab,2570,267,Drunk Driving,Jun
2016,Delhi,2787,700,Speeding,Dec
2020,Maharashtra,1173,285,Drunk Driving,Jun
2019,Kerala,4517,501,Overtaking,Nov
2020,Kerala,3329,981,Speeding,Sep
2018,Karnataka,4827,1055,Drunk Driving,Dec
2020,Assam,3827,461,Drunk Driving,Dec
2020,Maharashtra,4774,842,Weather,Mar
2017,Karnataka,4740,765,Speeding,Jun
2017,Karnataka,584,168,Speeding,Sep
2017,Karnataka,2672,411,Overtaking,Apr
2015,Haryana,3775,563,Weather,Apr
2017,Maharashtra,2182,615,Vehicle Defect,Aug
2015,Maharashtra,2765,444,Speeding,Mar
2016,Madhya Pradesh,1958,475,Vehicle Defect,Apr
2018,Odisha,3831,1119,Weather,Feb
2022,Delhi,2162,473,Drunk Driving,Jul
2018,Haryana,1658,203,Vehicle Defect,Oct
2016,Maharashtra,2895,436,Drunk Driving,Aug
2015,Gujarat,4012,1105,Speeding,Jan
2022,Uttar Pradesh,4399,598,Weather,Nov
2023,Kerala,420,123,Vehicle Defect,Sep
2023,Madhya Pradesh,4266,790,Weather,Dec
2017,Karnataka,2255,574,Weather,Mar
2022,Gujarat,1027,297,Vehicle Defect,Jun
2019,Odisha,666,72,Overtaking,Jun
2022,Gujarat,444,79,Vehicle Defect,Feb
2021,Maharashtra,2960,752,Vehicle Defect,Nov
2019,Punjab,1262,247,Vehicle Defect,May
2021,Bihar,220,42,Speeding,Jun
2018,Gujarat,607,135,Drunk Driving,Mar
2016,Kerala,1481,377,Vehicle Defect,Jun
2019,Bihar,4350,1137,Overtaking,Aug
2020,West Bengal,3975,940,Weather,Aug
2016,Uttar Pradesh,4630,906,Vehicle Defect,Jun
2022,Kerala,2011,347,Vehicle Defect,Aug
2022,Uttar Pradesh,2007,452,Drunk Driving,May
2023,Madhya Pradesh,3974,1184,Speeding,Aug
2023,Kerala,2757,516,Overtaking,Nov
2017,Odisha,2338,526,Speeding,Oct
2022,Odisha,813,232,Speeding,May
2016,Maharashtra,3628,906,Overtaking,Jun
2020,Kerala,2527,744,Speeding,Jul
2018,Kerala,1986,445,Drunk Driving,Mar
2017,Karnataka,2485,643,Overtaking,Jun
2018,Odisha,4708,526,Speeding,Sep
2016,Assam,1175,296,Speeding,Aug
2017,Haryana,2687,393,Drunk Driving,Nov
2016,Uttar Pradesh,2211,652,Drunk Driving,Jun
2016,Gujarat,1250,310,Weather,Feb
2016,Delhi,3042,785,Vehicle Defect,Oct
2023,Bihar,607,158,Weather,Feb
2019,Madhya Pradesh,3553,846,Weather,Nov
2018,Uttar Pradesh,2660,794,Vehicle Defect,Nov
2020,Karnataka,790,227,Weather,Jan
2023,Assam,2713,315,Weather,Jul
2019,Delhi,4145,507,Overtaking,Jan
2021,Tamil Nadu,2212,405,Vehicle Defect,Oct
2022,Rajasthan,567,109,Weather,Aug
2020,Rajasthan,3377,812,Weather,Aug
2018,Karnataka,3641,532,Drunk Driving,Sep
2016,Tamil Nadu,2007,436,Speeding,Oct
2021,Bihar,1559,289,Overtaking,Apr
2019,Delhi,1354,368,Speeding,Aug
2015,Odisha,4057,768,Vehicle Defect,Aug
2022,Delhi,3429,583,Weather,May
2015,Punjab,3090,647,Overtaking,Sep
2019,Odisha,1600,331,Vehicle Defect,Jul
2020,Karnataka,3480,783,Vehicle Defect,May
2023,Assam,3019,533,Weather,Apr
2020,Odisha,2605,320,Vehicle Defect,Jun
2019,West Bengal,1595,345,Vehicle Defect,Dec
2017,Madhya Pradesh,2256,569,Weather,Feb
2019,Punjab,3862,963,Overtaking,Apr
2017,Madhya Pradesh,4168,659,Drunk Driving,Jul
2021,Bihar,3223,435,Overtaking,May
2023,Maharashtra,3935,612,Overtaking,Oct
2018,Punjab,3203,375,Weather,May
2019,Punjab,3795,919,Drunk Driving,Aug
2015,Maharashtra,2103,409,Drunk Driving,Nov
2016,Tamil Nadu,1544,209,Overtaking,Nov
2018,Maharashtra,3916,830,Vehicle Defect,Oct
2022,Rajasthan,541,69,Weather,Nov
2023,Delhi,4109,687,Speeding,Sep
2018,Odisha,3284,844,Drunk Driving,Dec
2017,Delhi,959,132,Speeding,Jun
2018,Bihar,1472,271,Speeding,Nov
2015,Delhi,3637,652,Speeding,May
2015,Maharashtra,414,52,Weather,Jul
2021,Karnataka,865,243,Drunk Driving,Apr
2022,Karnataka,2324,346,Vehicle Defect,Jul
2016,Uttar Pradesh,1658,356,Drunk Driving,Sep
2019,Maharashtra,1589,253,Weather,Aug
2017,Tamil Nadu,1839,231,Speeding,May
2020,Gujarat,3335,998,Vehicle Defect,Sep
2018,Gujarat,3349,920,Overtaking,Jan
2023,Odisha,4615,1322,Drunk Driving,Oct
2015,Rajasthan,508,98,Drunk Driving,May
2018,Karnataka,1513,159,Speeding,Jan
2021,Punjab,2989,393,Vehicle Defect,Jul
2019,Uttar Pradesh,3336,966,Vehicle Defect,Oct
2018,Karnataka,2527,263,Drunk Driving,Jul
2020,Rajasthan,1292,198,Drunk Driving,Jun
2021,Gujarat,978,172,Overtaking,Jul
2015,Assam,3032,711,Speeding,Jan
2019,Assam,538,78,Drunk Driving,Nov
2016,Delhi,3223,857,Overtaking,Dec
2018,Assam,4250,652,Overtaking,Sep
2017,Maharashtra,4304,584,Weather,Feb
2022,West Bengal,3510,978,Drunk Driving,Apr
2022,Kerala,179,49,Vehicle Defect,Nov
2019,Kerala,2351,354,Speeding,Oct
2016,Gujarat,2841,570,Overtaking,Nov
2016,West Bengal,1707,187,Vehicle Defect,Nov
2016,Bihar,1863,375,Vehicle Defect,Apr
2020,Karnataka,3640,543,Weather,Oct
2017,Kerala,2996,737,Speeding,Apr
2017,West Bengal,3288,661,Vehicle Defect,Oct
2022,Assam,1470,226,Speeding,Nov
2016,Odisha,4616,706,Weather,Aug
2018,Madhya Pradesh,2603,462,Weather,May
2017,Gujarat,890,116,Weather,Jul
2023,Kerala,504,126,Weather,May
2015,Kerala,3280,914,Vehicle Defect,Apr
2022,Punjab,3264,871,Speeding,Dec
2017,Bihar,2308,387,Weather,Jul
2021,Kerala,3366,888,Speeding,May
2021,Uttar Pradesh,830,152,Speeding,Apr
2021,Madhya Pradesh,1983,294,Speeding,Oct
2018,Madhya Pradesh,1812,427,Drunk Driving,Sep
2016,Gujarat,3228,348,Overtaking,May
2021,Tamil Nadu,4771,516,Weather,Mar
2019,Tamil Nadu,2768,526,Speeding,Oct
2022,Karnataka,1653,460,Weather,May
2016,Odisha,4360,844,Vehicle Defect,May
2015,Punjab,2261,498,Overtaking,Jan
2020,Kerala,687,135,Weather,Jun
2017,Haryana,3712,799,Overtaking,Jul
2018,Tamil Nadu,3429,433,Vehicle Defect,Dec
2015,Maharashtra,3248,820,Overtaking,Jun
2022,Gujarat,210,55,Speeding,Mar
2021,West Bengal,791,204,Vehicle Defect,Apr
2020,Assam,4574,685,Overtaking,Jul
2015,Karnataka,4693,1261,Overtaking,Jan
2018,Maharashtra,3755,937,Speeding,Jul
2018,Tamil Nadu,2745,325,Speeding,Dec
2023,Madhya Pradesh,2017,262,Speeding,Apr
2021,Kerala,4835,718,Speeding,Jun
2017,Maharashtra,596,178,Weather,Apr
2015,Haryana,3988,439,Weather,Apr
2021,Maharashtra,4809,498,Vehicle Defect,Jul
2017,Rajasthan,2554,749,Weather,Mar
2015,Punjab,3676,542,Weather,May
2018,Rajasthan,3667,561,Speeding,Jun
2020,Kerala,208,29,Overtaking,Jan
2017,West Bengal,3953,780,Overtaking,Sep
2018,Rajasthan,4372,1030,Drunk Driving,Jul
2017,Tamil Nadu,3190,916,Drunk Driving,Mar
2019,Delhi,2274,468,Drunk Driving,Oct
2020,Gujarat,4293,704,Weather,Dec
2021,Gujarat,3063,583,Vehicle Defect,Jul
2016,West Bengal,4274,471,Overtaking,Aug
2021,Tamil Nadu,4886,784,Drunk Driving,Mar
2020,Assam,2155,521,Weather,Jun
2015,Assam,1522,413,Drunk Driving,Apr
2023,Bihar,4492,1060,Weather,Jan
2015,Uttar Pradesh,1135,278,Overtaking,Jul
2020,Gujarat,1263,173,Drunk Driving,Sep
2020,Odisha,3598,600,Drunk Driving,Mar
2020,Madhya Pradesh,1700,446,Drunk Driving,Oct
2023,Rajasthan,209,32,Weather,May
2018,West Bengal,1002,298,Weather,Jun
2023,Kerala,2401,436,Vehicle Defect,Mar
2018,Rajasthan,734,180,Drunk Driving,Sep
2022,Kerala,2240,477,Overtaking,Nov
2015,Assam,1818,354,Overtaking,Jan
2015,Gujarat,2142,433,Drunk Driving,Feb
2022,Odisha,2797,402,Weather,Feb
2021,Maharashtra,3598,806,Overtaking,Dec
2022,Gujarat,1004,268,Overtaking,Aug
2015,Rajasthan,1111,204,Speeding,May
2016,Assam,884,194,Drunk Driving,Oct
2023,Gujarat,1053,148,Weather,Apr
2019,Bihar,1480,188,Drunk Driving,Oct
2020,Gujarat,424,97,Weather,Jun
2015,Maharashtra,4580,1076,Overtaking,Feb
2023,Punjab,4956,509,Drunk Driving,May
2015,Madhya Pradesh,3922,703,Speeding,Dec
2022,Maharashtra,1941,331,Drunk Driving,Mar
2015,Punjab,1971,424,Vehicle Defect,Nov
2023,Punjab,2213,633,Overtaking,Jan
2021,Odisha,3576,1068,Speeding,Jan
2023,Punjab,499,113,Overtaking,Sep
2023,Delhi,3999,1036,Vehicle Defect,Nov
2018,Haryana,2345,298,Weather,May
2023,Madhya Pradesh,2153,641,Weather,Dec
2015,Rajasthan,3016,512,Drunk Driving,Jun
2017,Gujarat,387,46,Vehicle Defect,Oct
2018,Odisha,2900,839,Overtaking,Jan
2019,West Bengal,1555,196,Weather,Jun
2020,Kerala,3534,879,Speeding,Jan
2020,Bihar,660,115,Vehicle Defect,Dec
2015,Haryana,1606,314,Drunk Driving,Dec
2023,Delhi,2721,390,Vehicle Defect,Jan
2017,Madhya Pradesh,3908,399,Weather,May
2019,Kerala,2241,454,Vehicle Defect,Jan
2020,Tamil Nadu,505,53,Drunk Driving,Jan
2022,Haryana,450,73,Weather,Sep
2022,Uttar Pradesh,2081,286,Speeding,May
2017,Karnataka,1902,502,Weather,Jun
2017,Madhya Pradesh,1113,153,Weather,Oct
2021,Tamil Nadu,4165,1158,Overtaking,Apr
2022,Gujarat,2250,519,Drunk Driving,May
2015,West Bengal,825,210,Speeding,Jul
2020,Uttar Pradesh,2553,753,Overtaking,Aug
2016,Assam,890,215,Speeding,Sep
2023,Uttar Pradesh,4682,1068,Speeding,Jun
2020,Rajasthan,881,124,Overtaking,Jul
2019,Karnataka,3602,411,Drunk Driving,Feb
2023,Madhya Pradesh,2141,419,Weather,Jun
2017,Rajasthan,3043,893,Vehicle Defect,Oct
2017,Delhi,3723,961,Speeding,Oct
2015,Tamil Nadu,4783,578,Drunk Driving,Sep
2017,Uttar Pradesh,4855,601,Vehicle Defect,Jun
2019,Delhi,354,103,Overtaking,Nov
2016,Odisha,1907,459,Weather,Sep
2021,Maharashtra,1893,406,Weather,Aug
2019,Tamil Nadu,3594,472,Weather,Apr
2022,Delhi,1346,242,Speeding,Nov
2023,Maharashtra,3556,605,Overtaking,Mar
2015,Bihar,3178,870,Weather,Sep
2021,Assam,4501,521,Drunk Driving,Mar
2021,West Bengal,1446,313,Speeding,Mar
2015,Madhya Pradesh,1596,236,Vehicle Defect,Oct
2016,Tamil Nadu,3152,481,Weather,Jul
2023,Maharashtra,2430,419,Drunk Driving,Sep
2019,Uttar Pradesh,3594,979,Speeding,Feb
2019,Tamil Nadu,3233,393,Drunk Driving,Apr
2022,Rajasthan,1904,511,Speeding,Jul
2019,Rajasthan,3759,1125,Overtaking,Jun
2018,Punjab,3603,516,Weather,Dec
2016,Delhi,2086,430,Overtaking,Sep
2022,Bihar,1245,308,Drunk Driving,Oct
2022,Madhya Pradesh,1799,494,Vehicle Defect,Mar
2018,Uttar Pradesh,986,218,Speeding,Nov
2017,Haryana,146,16,Speeding,Mar
2022,Madhya Pradesh,4839,991,Weather,Sep
2016,Kerala,2407,386,Overtaking,Oct
2023,Tamil Nadu,801,95,Vehicle Defect,Mar
2020,Bihar,3133,374,Speeding,Apr
2021,Assam,2085,513,Speeding,Sep
2023,Punjab,3910,650,Weather,Apr
2021,Gujarat,3075,345,Weather,Aug
2023,West Bengal,721,117,Weather,Oct
2015,Tamil Nadu,971,215,Vehicle Defect,Mar
2023,Assam,2761,823,Drunk Driving,Oct
2023,Madhya Pradesh,3206,694,Drunk Driving,Apr
2020,Gujarat,1110,312,Vehicle Defect,Nov
2023,Maharashtra,656,103,Drunk Driving,Jul
2018,Odisha,2736,457,Weather,Aug
2016,Gujarat,532,59,Overtaking,Aug
2019,West Bengal,2960,312,Overtaking,Jan
2018,Assam,1405,290,Speeding,Jul
2022,Kerala,1929,370,Vehicle Defect,Aug
2016,Punjab,2691,312,Overtaking,Jun
2015,Gujarat,4591,705,Vehicle Defect,Apr
2017,Gujarat,2954,420,Speeding,Jun
2019,Tamil Nadu,2190,447,Overtaking,May
2015,West Bengal,561,99,Drunk Driving,Jul
2018,Maharashtra,2676,673,Overtaking,Mar
2022,Bihar,652,124,Drunk Driving,Oct
2022,Punjab,666,160,Drunk Driving,Jul
2022,Haryana,3383,586,Vehicle Defect,May
2022,Haryana,811,94,Weather,May
2021,Rajasthan,2711,574,Overtaking,Dec
2022,Punjab,1436,261,Vehicle Defect,May
2023,West Bengal,662,67,Overtaking,May
2020,Haryana,3043,660,Speeding,Jul
2018,Assam,712,87,Drunk Driving,May
2022,Odisha,2791,538,Overtaking,Feb
2020,Madhya Pradesh,1222,235,Vehicle Defect,Sep
2017,Odisha,803,209,Speeding,Jul
2023,Gujarat,1145,222,Vehicle Defect,Jan
2017,Punjab,4121,694,Drunk Driving,Jun
2019,Kerala,4895,804,Overtaking,Aug
2018,Delhi,1445,176,Weather,Feb
2018,Rajasthan,741,184,Weather,May
2021,Odisha,518,107,Weather,Dec
2021,Punjab,3136,462,Vehicle Defect,Sep
2016,Assam,2349,671,Weather,May
2016,Gujarat,1738,483,Weather,Dec
2016,Odisha,1224,255,Vehicle Defect,Aug
2018,Kerala,4156,560,Drunk Driving,Oct
2019,Uttar Pradesh,4951,1064,Drunk Driving,Jun
2022,Tamil Nadu,3963,456,Weather,Jun
2017,Madhya Pradesh,4460,658,Drunk Driving,Aug
2021,Karnataka,605,66,Weather,May
2020,Punjab,3157,689,Overtaking,May
2019,Kerala,135,18,Vehicle Defect,Apr
2022,Karnataka,300,65,Speeding,Sep
2018,Maharashtra,2773,486,Speeding,Jul
2016,Delhi,2182,291,Overtaking,Jul
2021,Odisha,3675,559,Drunk Driving,Sep
2018,Punjab,1751,412,Weather,Jul
2022,Kerala,1087,219,Weather,Sep
2015,Madhya Pradesh,3373,719,Speeding,Dec
2015,Bihar,3683,918,Weather,Aug
2015,Haryana,3009,499,Speeding,Jun
2019,Assam,3506,1014,Speeding,Mar
2015,Maharashtra,2903,597,Overtaking,Jul
2016,Kerala,3885,1127,Drunk Driving,Jan
2022,Karnataka,1257,175,Drunk Driving,Apr
2021,Maharashtra,2227,499,Speeding,Feb
2018,Kerala,2093,501,Speeding,May
2021,Madhya Pradesh,676,109,Drunk Driving,Mar
2022,Maharashtra,2481,629,Speeding,Dec
2019,Gujarat,1012,285,Speeding,Dec
2023,Madhya Pradesh,3961,729,Weather,May
2018,West Bengal,3488,929,Speeding,Jun
2015,Uttar Pradesh,4044,912,Drunk Driving,May
2016,Bihar,169,35,Weather,Jan
2021,Gujarat,1266,168,Speeding,May
2016,Karnataka,3341,510,Drunk Driving,Jan
2022,Uttar Pradesh,565,156,Drunk Driving,Oct
2022,Rajasthan,187,27,Vehicle Defect,Apr
2017,Maharashtra,3140,363,Vehicle Defect,Mar
2022,Assam,4185,1143,Drunk Driving,Dec
2022,Haryana,3933,923,Drunk Driving,Jun
2020,Uttar Pradesh,1644,294,Vehicle Defect,Oct
2016,Delhi,4535,1120,Speeding,Aug
2018,Karnataka,632,109,Drunk Driving,Sep
2021,Gujarat,3800,523,Vehicle Defect,Jan
2016,Uttar Pradesh,1235,227,Vehicle Defect,May
2016,Uttar Pradesh,862,127,Vehicle Defect,Jun
2017,Madhya Pradesh,3476,981,Vehicle Defect,Oct
2022,West Bengal,745,177,Overtaking,Sep
2020,Delhi,2377,398,Weather,Jul
2018,Assam,2158,449,Vehicle Defect,Nov
2019,Delhi,1134,245,Speeding,Jun
2017,Madhya Pradesh,527,142,Speeding,Dec
2021,Punjab,2923,756,Weather,Jul
2020,Haryana,2407,384,Weather,Jan
2016,Karnataka,1146,270,Drunk Driving,May
2017,Karnataka,2963,521,Vehicle Defect,Apr
2016,Punjab,4859,1271,Overtaking,Jul
2017,Assam,1142,283,Vehicle Defect,Mar
2022,Kerala,3556,485,Overtaking,Sep
2016,Haryana,1790,385,Overtaking,Oct
2016,Karnataka,2617,269,Overtaking,Dec
2022,Gujarat,2946,366,Weather,Nov
2020,Maharashtra,3542,593,Vehicle Defect,Apr
2015,Kerala,2993,725,Weather,Oct
2022,Assam,1221,228,Vehicle Defect,Nov
